Country,launched_at,Categories,Prct_goal
USA,14/8/20,fashion,10.5
USA,15/9/09,photography,2.58
USA,14/8/07,publishing,0.01
USA,15/8/10,games,10.32
USA,15/6/06,technology,0.28
USA,14/12/15,technology,7.7
USA,15/5/29,publishing,126.4
USA,14/6/23,technology,248.1
USA,15/3/06,technology,0
USA,13/4/08,art,166
USA,12/10/16,publishing,8.2
USA,15/11/05,technology,11.2
USA,14/10/06,publishing,10.33
USA,14/10/25,publishing,100
USA,14/4/20,publishing,111.83
USA,14/10/26,film and video,0.82
USA,12/7/17,publishing,0
USA,17/4/08,food,5.72
USA,15/10/12,food,0
USA,17/9/15,food,0
USA,16/9/19,technology,0
USA,15/5/22,publishing,0.03
USA,17/5/25,design,0
USA,15/3/13,technology,4
USA,16/6/15,design,12.83
USA,14/10/27,technology,100.28
USA,15/3/05,technology,16.95
USA,16/10/10,publishing,127.86
USA,17/2/15,design,21.55
USA,15/11/03,technology,548
USA,14/10/26,games,0.55
USA,17/7/13,technology,0.1
USA,15/4/29,fashion,0
USA,15/5/18,technology,12.12
USA,14/10/10,technology,102.32
USA,14/11/17,publishing,29.2
USA,16/7/25,food,0.56
USA,13/8/15,design,126.36
USA,13/9/13,music,30.5
USA,16/11/11,design,0.78
USA,16/9/01,games,135.82
USA,14/9/22,food,100
USA,12/8/21,publishing,5.96
USA,15/2/02,technology,0.01
USA,14/8/20,food,19
USA,10/8/12,technology,114.35
USA,15/2/23,publishing,5
USA,17/4/25,design,9.71
USA,16/5/27,publishing,0
USA,14/8/06,technology,9.57
USA,17/7/05,journalism,12.6
USA,17/3/01,film and video,4.3
USA,11/5/20,music,0.6
USA,16/9/10,technology,28.66
USA,16/8/10,comics,41.02
USA,16/6/06,art,38.5
USA,13/1/20,music,24.58
USA,12/10/24,art,15.33
USA,17/1/31,art,256.67
USA,16/6/14,design,0
USA,16/8/30,games,0.05
USA,17/3/21,film and video,0.1
USA,16/2/18,journalism,2.06
USA,12/3/13,publishing,111.2
USA,16/1/02,music,0.01
USA,13/10/14,publishing,102.6
USA,16/5/23,publishing,110.61
USA,14/9/03,film and video,3.6
USA,16/5/13,publishing,105.11
USA,14/9/12,publishing,1.79
USA,13/7/31,music,109.25
USA,16/12/08,design,0.12
USA,16/8/15,technology,2.5
USA,13/7/24,publishing,23.64
USA,14/10/08,technology,0.96
USA,17/5/10,publishing,0
USA,13/5/21,publishing,47.64
USA,17/3/29,technology,0
USA,17/4/05,food,107.97
USA,16/11/05,food,1.6
USA,12/9/17,art,118.33
USA,16/9/28,games,0
USA,12/3/20,art,0
USA,17/1/20,food,30.8
USA,13/7/28,music,102.33
USA,14/10/03,publishing,0
USA,15/1/06,photography,4.96
USA,11/1/17,publishing,6.15
USA,13/4/04,publishing,0.62
USA,16/8/31,publishing,107.94
USA,17/4/15,comics,110.67
USA,16/6/17,art,4.5
USA,17/4/25,publishing,0.1
USA,14/2/18,music,102.1
USA,13/5/13,music,1.6
USA,14/9/10,publishing,3.58
USA,17/4/01,fashion,6
USA,17/5/09,publishing,77.76
USA,13/5/16,art,254.31
USA,14/9/17,publishing,174.87
USA,15/11/03,art,116.68
USA,17/5/22,fashion,102.83
USA,16/6/13,technology,1014.48
USA,15/12/11,publishing,0.07
USA,17/6/11,technology,0
USA,16/11/03,design,190.53
USA,15/6/16,music,254.29
USA,15/5/20,technology,22.95
USA,16/3/01,art,153.37
USA,13/6/21,technology,22.59
USA,16/4/19,art,103.3
USA,15/5/22,music,125.94
USA,13/2/25,publishing,0.1
USA,17/2/19,publishing,4.17
USA,16/10/27,technology,237.52
USA,15/9/03,technology,1.09
USA,17/2/21,technology,104.51
USA,14/11/06,technology,35.52
USA,16/10/18,games,144.97
USA,13/10/07,technology,207.78
USA,14/7/21,music,0
USA,13/6/14,music,168.3
USA,12/9/11,publishing,14.2
USA,15/1/13,publishing,33.75
USA,14/10/31,publishing,106.73
USA,16/5/04,music,0
USA,15/2/08,journalism,7
USA,17/4/26,technology,0.28
USA,15/2/03,journalism,0
USA,15/2/18,photography,5.5
USA,14/7/23,publishing,2.2
USA,15/9/11,publishing,0
USA,12/5/23,music,118.33
USA,12/1/20,music,6.6
USA,11/7/28,music,101.77
USA,15/10/14,theater,100.13
USA,14/7/15,photography,0.03
USA,12/6/18,publishing,25.1
USA,15/11/09,film and video,101
USA,17/5/29,theater,1.8
USA,16/12/28,games,0.8
USA,17/2/20,music,104.95
USA,16/10/13,games,21.63
USA,16/12/28,music,124.47
USA,16/4/04,games,0.2
USA,17/3/24,art,2.9
USA,15/3/17,technology,1.7
USA,17/7/03,photography,223
USA,11/11/06,publishing,568.13
USA,13/9/04,music,35
USA,12/7/17,publishing,100.72
USA,16/4/04,publishing,122.42
USA,17/5/02,publishing,0.1
USA,15/4/09,food,0.52
USA,15/5/18,photography,29.73
USA,16/5/31,film and video,0
USA,14/6/27,publishing,0
USA,17/3/22,games,0.05
USA,16/10/04,publishing,0.07
USA,17/6/06,film and video,0.03
USA,15/10/09,music,0
USA,15/7/02,publishing,115.6
USA,16/9/13,art,110.92
USA,13/4/19,publishing,130
USA,15/10/26,technology,0
USA,15/12/17,music,125.09
USA,14/9/14,technology,0.85
USA,13/2/21,publishing,147.67
USA,12/10/03,publishing,105.6
USA,14/2/06,publishing,344.6
USA,15/2/01,music,7.5
USA,14/11/18,theater,192.22
USA,14/12/03,technology,0.2
USA,12/2/24,music,108
USA,15/4/21,technology,3.36
USA,11/11/05,music,51.67
USA,11/11/16,publishing,127.46
USA,16/7/25,design,101.8
USA,16/12/30,film and video,2.15
USA,16/11/13,publishing,2
USA,14/2/12,music,0.25
USA,15/5/18,art,8.37
USA,15/6/09,art,0
USA,16/2/16,film and video,107.25
USA,12/1/14,art,14.2
USA,11/5/04,music,115
USA,14/7/24,food,6.45
USA,16/2/19,theater,106.3
USA,11/6/08,music,100.89
USA,12/2/29,publishing,109.52
USA,11/11/08,art,36.8
USA,15/10/23,music,118.64
USA,15/12/06,publishing,107.55
USA,12/2/24,publishing,108.1
USA,11/11/07,art,61.11
USA,15/2/19,theater,121.73
USA,16/6/30,games,15000
USA,14/6/08,music,104.64
USA,12/2/04,publishing,0.15
USA,17/4/18,fashion,0
USA,15/2/17,publishing,1144.65
USA,16/10/01,art,3
USA,17/2/23,photography,0.09
USA,12/12/11,music,18
USA,11/12/27,publishing,3.5
USA,16/4/27,technology,7.5
USA,17/2/05,film and video,1
USA,15/5/14,film and video,110.26
USA,15/11/12,art,3.73
USA,13/7/12,art,12.86
USA,13/2/27,music,107.5
USA,17/2/12,food,7
USA,13/4/12,technology,37.94
USA,11/11/13,art,15.8
USA,11/3/31,art,151.78
USA,15/5/26,publishing,0
USA,11/10/06,music,42.38
USA,15/3/11,technology,22.43
USA,12/6/25,art,6.36
USA,14/8/14,technology,6.18
USA,15/11/05,publishing,114.02
USA,12/11/21,art,105.55
USA,16/7/12,games,128.74
USA,14/7/09,photography,1.33
USA,15/10/30,art,49
USA,14/4/03,publishing,100
USA,17/4/21,food,134.13
USA,15/1/16,technology,1.57
USA,16/11/29,fashion,2.57
USA,15/2/02,art,1.11
USA,13/8/22,music,0.33
USA,13/5/09,publishing,10.68
USA,14/11/13,photography,141.43
USA,16/6/27,food,1.19
USA,12/9/20,music,106.2
USA,16/1/20,technology,0.07
USA,16/7/26,games,14.16
USA,16/6/15,fashion,0
USA,15/2/12,publishing,0
USA,14/9/27,games,833.86
USA,15/6/22,games,154.38
USA,15/4/16,music,120.27
USA,12/5/07,music,106.33
USA,15/9/18,film and video,6.5
USA,16/9/10,games,1
USA,17/3/11,games,20.2
USA,16/8/14,games,821.6
USA,15/9/15,technology,0
USA,16/11/22,technology,1.85
USA,13/4/02,publishing,103.22
USA,17/7/27,art,171.92
USA,14/2/21,design,120.46
USA,13/9/26,games,142.1
USA,16/12/16,publishing,141.2
USA,17/3/04,games,12.25
USA,17/2/16,games,20.85
USA,14/8/11,technology,22.23
USA,13/9/17,music,134.44
USA,17/5/15,food,11.74
USA,17/1/09,games,262.4
USA,16/5/31,design,1.36
USA,16/6/11,games,150.01
USA,17/6/24,music,18.2
USA,17/4/13,games,78.12
USA,14/5/05,art,110.45
USA,14/8/30,games,0.17
USA,17/7/24,food,142.94
USA,15/4/10,art,102.15
USA,17/3/04,fashion,47.2
USA,16/12/05,games,31.15
USA,11/4/29,publishing,57.2
USA,12/7/09,art,0.12
USA,15/9/30,music,0.73
USA,15/3/29,publishing,0
USA,15/4/13,art,18
USA,14/9/08,theater,36
USA,14/7/08,food,0
USA,16/11/01,art,253.87
USA,15/9/23,food,20.7
USA,15/11/05,publishing,0
USA,17/1/17,fashion,100
USA,10/9/12,publishing,38.94
USA,12/1/30,publishing,1.68
USA,16/10/02,technology,355.59
USA,13/6/25,games,0.03
USA,16/7/31,publishing,49.69
USA,15/4/11,art,2
USA,12/6/19,music,103.8
USA,13/7/15,art,0.43
USA,11/6/15,music,135
USA,15/8/17,theater,100.73
USA,13/5/24,publishing,102.17
USA,17/3/02,publishing,108.27
USA,17/3/29,design,0.07
USA,11/9/28,art,0.36
USA,16/6/01,comics,102.73
USA,13/4/13,music,103.65
USA,14/10/20,music,0
USA,15/4/10,music,10.21
USA,17/8/18,art,0
USA,15/3/18,music,110.6
USA,16/9/23,fashion,1.2
USA,17/8/08,design,76.59
USA,13/6/10,music,104.17
USA,14/11/18,music,100.33
USA,15/9/05,film and video,63.68
USA,16/8/22,games,0.5
USA,15/5/24,publishing,0.22
USA,15/12/14,games,408.72
USA,14/7/09,publishing,2.83
USA,12/2/03,music,14.7
USA,16/5/17,crafts,23.5
USA,17/7/23,games,0
USA,14/2/28,publishing,6.28
USA,13/8/05,technology,326.16
USA,15/12/31,art,0
USA,14/2/14,art,1.43
USA,10/11/29,music,0
USA,17/9/03,art,61.5
USA,14/12/25,publishing,3.6
USA,11/6/30,music,2.8
USA,15/7/14,music,100
USA,14/7/27,photography,0
USA,12/2/21,music,110
USA,17/6/11,art,228.27
USA,12/7/03,music,115.64
USA,14/9/03,music,105.44
USA,16/5/04,food,158.05
USA,14/12/23,fashion,0
USA,14/10/20,publishing,1.85
USA,15/2/26,publishing,0
USA,17/9/14,theater,0
USA,15/6/09,fashion,2.33
USA,15/10/01,photography,172.28
USA,14/6/16,technology,2.86
USA,13/2/05,music,0.09
USA,14/12/03,publishing,15.28
USA,16/10/04,fashion,132.06
USA,14/7/14,music,168.5
USA,15/4/20,music,1.4
USA,17/2/20,photography,108.85
USA,14/10/27,publishing,35.2
USA,17/8/18,technology,0.01
USA,15/10/07,music,0
USA,16/10/25,publishing,20
USA,13/11/04,publishing,43.62
USA,15/12/29,music,7
USA,12/3/22,publishing,20.4
USA,14/3/17,music,0
USA,12/4/30,publishing,1.35
USA,13/10/31,film and video,111.79
USA,13/7/08,publishing,1138.8
USA,14/8/04,publishing,124
USA,12/11/01,music,200.2
USA,17/1/31,art,0
USA,12/4/09,music,102.2
USA,14/7/20,music,102.26
USA,15/5/11,art,0
USA,14/8/24,publishing,6.63
USA,17/4/21,film and video,0
USA,14/8/11,photography,39.9
USA,14/8/04,theater,3
USA,16/8/22,technology,34.12
USA,14/6/03,film and video,106.49
USA,11/8/19,publishing,16.17
USA,16/7/17,music,0.05
USA,12/3/21,music,132.8
USA,11/9/16,games,202.78
USA,14/7/13,photography,3.08
USA,13/10/03,publishing,11.17
USA,17/2/21,publishing,0.04
USA,14/8/29,photography,104.69
USA,14/5/28,photography,32.45
USA,11/7/12,art,102.6
USA,13/5/28,publishing,4.33
USA,17/2/24,technology,0
USA,14/9/26,publishing,0.4
USA,16/9/10,technology,2
USA,10/7/21,music,0
USA,12/5/10,publishing,103
USA,14/2/05,publishing,0.6
USA,11/2/02,music,36.67
USA,14/10/06,publishing,171.96
USA,12/9/01,music,139.4
USA,17/5/10,photography,9.19
USA,17/6/08,film and video,0
USA,12/5/02,music,0.22
USA,15/9/17,theater,103.57
USA,15/5/08,art,101.14
USA,13/6/05,art,2.92
USA,15/2/04,art,9.38
USA,15/9/12,photography,0
USA,14/4/11,music,114.1
USA,17/4/27,food,4.86
USA,14/3/16,music,111.25
USA,13/1/08,music,4.59
USA,16/4/23,journalism,0
USA,13/5/23,music,18.42
USA,16/6/24,fashion,0.02
USA,15/5/21,technology,0
USA,16/9/12,film and video,0
USA,13/6/28,publishing,0.34
USA,15/9/09,photography,0
USA,13/4/24,publishing,1.73
USA,17/3/02,film and video,1.53
USA,11/10/21,music,14.67
USA,17/9/14,games,0
USA,15/12/09,technology,9.51
USA,17/4/25,music,25.64
USA,13/5/08,photography,110.8
USA,13/12/23,publishing,104
USA,13/4/26,publishing,2
USA,16/1/26,art,179.54
USA,16/3/24,music,9.1
USA,12/8/29,music,108.05
USA,13/12/28,publishing,134
USA,15/3/05,film and video,0
USA,13/7/01,art,132.6
USA,15/6/30,publishing,2.83
USA,17/7/27,film and video,101.7
USA,16/9/27,film and video,0.2
USA,16/7/18,design,0
USA,17/2/22,food,5
USA,11/4/02,film and video,102.47
USA,13/6/20,publishing,113.8
USA,13/11/10,publishing,9.2
USA,14/7/14,photography,0
USA,15/2/27,art,0
USA,16/3/24,film and video,0
USA,12/7/17,publishing,142
USA,15/3/13,photography,0.3
USA,12/5/31,publishing,0.33
USA,10/3/07,music,102.73
USA,15/7/13,food,4.8
USA,15/1/07,music,110.8
USA,13/2/01,music,1.62
USA,12/10/25,publishing,11.2
USA,16/10/25,games,3.23
USA,12/8/09,music,112.94
USA,12/1/05,music,2.5
USA,16/8/08,music,100.8
USA,14/11/10,publishing,5.2
USA,15/2/07,music,100.22
USA,14/11/17,music,104.5
USA,17/2/14,games,0.2
USA,13/3/11,music,1.25
USA,12/12/06,music,106.57
USA,15/7/14,art,0
USA,17/8/21,film and video,0
USA,11/1/11,publishing,28.23
USA,15/5/22,music,5
USA,15/2/27,technology,0.04
USA,17/1/17,food,0
USA,16/5/09,publishing,108.66
USA,15/3/05,publishing,0.11
USA,15/10/01,technology,6.54
USA,14/3/17,art,101.72
USA,14/3/31,publishing,28.99
USA,15/2/03,publishing,19.44
USA,12/2/18,publishing,0
USA,17/1/26,design,23.03
USA,12/4/11,music,10.44
USA,12/3/06,publishing,0.68
USA,16/4/22,technology,103.92
USA,16/9/27,fashion,113.16
USA,17/6/22,music,109.76
USA,14/3/05,technology,0.88
USA,15/6/15,crafts,0
USA,14/7/27,photography,60
USA,12/5/10,film and video,0
USA,16/3/06,music,115.5
USA,14/11/10,music,143.25
USA,12/6/19,music,123.8
USA,10/11/14,music,0
USA,15/10/15,publishing,143.04
USA,12/6/07,publishing,28.73
USA,16/8/22,technology,195.73
USA,16/10/01,publishing,180.06
USA,15/3/25,technology,74.1
USA,14/1/24,publishing,250
USA,12/10/04,music,102.67
USA,16/1/19,publishing,0.2
USA,14/3/26,publishing,6.9
USA,16/3/09,technology,440.92
USA,13/11/15,publishing,125.3
USA,14/8/16,publishing,4.13
USA,14/10/14,publishing,159.5
USA,17/4/12,technology,6.72
USA,15/9/02,technology,82.94
USA,16/1/05,music,138.83
USA,16/6/01,art,133.78
USA,17/4/24,photography,0.46
USA,13/4/18,music,101.46
USA,14/7/11,publishing,111.03
USA,16/10/18,technology,0
USA,13/4/04,publishing,230.92
USA,13/6/10,technology,123.39
USA,17/5/18,publishing,7.18
USA,13/12/01,technology,193.6
USA,13/7/04,technology,33.93
USA,12/3/24,music,104.02
USA,17/3/29,technology,2
USA,17/8/14,technology,0.38
USA,12/11/27,music,106.75
USA,16/8/16,music,0
USA,14/3/19,music,4.4
USA,13/7/08,music,110.02
USA,17/8/09,food,100.5
USA,12/9/12,music,29.64
USA,17/4/21,film and video,0.08
USA,16/5/02,journalism,0
USA,15/4/28,publishing,174.83
USA,17/1/22,film and video,6.94
USA,16/12/02,film and video,0
USA,16/7/03,publishing,0
USA,17/5/25,music,103
USA,13/10/17,publishing,1
USA,17/9/06,games,9354.8
USA,17/4/21,fashion,0.2
USA,15/9/17,publishing,0.08
USA,17/4/21,music,17.85
USA,12/3/01,publishing,127.71
USA,17/5/01,games,52.04
USA,14/12/02,technology,0.67
USA,12/3/09,publishing,47.34
USA,17/9/05,design,138.41
USA,13/2/28,music,157.89
USA,13/4/14,publishing,22
USA,15/4/04,music,120.25
USA,13/11/18,music,130.9
USA,14/7/20,technology,35.19
USA,13/3/27,music,106.9
USA,12/11/18,games,714.97
USA,15/9/03,publishing,134.71
USA,14/7/01,photography,5.8
USA,17/7/25,photography,0.87
USA,12/11/08,music,111.5
USA,15/12/19,film and video,150
USA,15/5/14,journalism,0
USA,17/3/23,technology,107.14
USA,12/12/05,art,105.47
USA,11/4/27,publishing,102
USA,13/11/08,music,114.19
USA,14/7/21,art,0
USA,14/4/01,music,122.2
USA,11/12/02,music,126.02
USA,15/1/06,technology,0.13
USA,13/6/27,technology,8.26
USA,17/2/14,journalism,4.23
USA,11/3/21,music,156.45
USA,14/12/26,fashion,190.49
USA,16/11/05,journalism,0.2
USA,13/6/17,publishing,4.5
USA,10/6/18,technology,115.71
USA,10/11/10,technology,31.4
USA,14/10/21,art,2.75
USA,16/6/16,music,104.94
USA,13/3/13,film and video,327.33
USA,15/6/20,art,14.41
USA,13/4/14,music,106.07
USA,15/4/26,publishing,0
USA,12/10/23,music,117
USA,12/3/08,art,200.4
USA,16/7/19,journalism,68.8
USA,14/9/08,publishing,132.5
USA,16/1/14,publishing,0.75
USA,11/7/21,film and video,103.49
USA,12/11/08,music,130
USA,12/3/25,music,119
USA,15/2/05,publishing,10.6
USA,17/6/23,games,109.29
USA,14/10/06,technology,0.81
USA,17/2/13,food,0
USA,16/5/25,journalism,0.93
USA,17/1/21,music,103.45
USA,9/9/12,technology,0
USA,10/7/16,music,0
USA,14/7/08,music,138
USA,14/1/22,technology,603.8
USA,16/1/19,theater,0.15
USA,13/5/22,publishing,0.46
USA,13/7/24,music,127.77
USA,14/6/02,publishing,111.87
USA,14/1/21,technology,4.07
USA,16/3/21,technology,1.88
USA,17/4/19,fashion,1.6
USA,12/2/24,publishing,0.29
USA,14/2/25,publishing,117.08
USA,11/11/15,publishing,0
USA,11/6/21,music,100.68
USA,16/4/05,music,0
USA,17/2/01,music,166.38
USA,15/5/31,publishing,105.48
USA,12/7/12,art,102.25
USA,16/2/21,theater,118.14
USA,12/4/09,publishing,133.27
USA,11/10/11,publishing,44.3
USA,15/12/11,music,0
USA,16/5/18,publishing,105.13
USA,11/11/01,music,114
USA,16/9/20,games,2931.84
USA,17/1/10,games,473.55
USA,15/1/28,music,110.78
USA,15/7/03,music,171.02
USA,16/7/26,music,101.5
USA,12/6/06,music,100
USA,14/7/18,film and video,104.23
USA,14/6/19,music,100.08
USA,13/6/24,music,117
USA,16/3/03,art,0
USA,10/7/11,music,101.12
USA,15/7/23,technology,438.76
USA,14/7/21,photography,60
USA,11/7/02,music,15
USA,9/11/03,music,9.25
USA,16/3/18,film and video,0.1
USA,15/1/23,film and video,107.72
USA,12/3/25,music,102.52
USA,15/5/14,publishing,112.67
USA,16/7/13,design,111.36
USA,10/9/15,music,13.5
USA,14/1/29,art,11.67
USA,15/10/13,design,131
USA,16/5/03,publishing,263.17
USA,11/8/23,music,5.25
USA,10/5/15,music,0
USA,15/2/05,film and video,0
USA,13/4/29,publishing,114.56
USA,13/5/17,publishing,0.2
USA,15/2/15,music,109.05
USA,12/11/14,design,102.34
USA,11/10/22,music,0.83
USA,15/2/16,film and video,114.18
USA,14/8/20,film and video,15
USA,13/12/18,technology,12.14
USA,13/5/09,publishing,34.08
USA,16/7/26,technology,45.32
USA,16/8/01,games,109.67
USA,15/2/18,theater,130
USA,13/9/17,publishing,0.8
USA,17/5/04,music,7.08
USA,14/9/17,music,129.62
USA,15/10/07,theater,107.25
USA,14/12/26,publishing,104.24
USA,15/3/16,music,122.83
USA,17/2/22,journalism,100.24
USA,11/10/19,music,24.76
USA,11/7/06,publishing,15.14
USA,15/12/03,publishing,115.47
USA,15/6/18,art,0
USA,10/7/08,music,100.13
USA,12/7/17,publishing,60.29
USA,11/5/25,music,147.5
USA,13/5/27,technology,2.01
USA,15/5/18,music,39.27
USA,17/5/18,publishing,254.84
USA,14/7/10,photography,5
USA,11/8/24,art,2.2
USA,15/8/03,publishing,1.9
USA,13/7/16,publishing,100.21
USA,11/8/18,music,104.17
USA,10/11/23,music,190.24
USA,15/5/28,art,111.4
USA,16/7/25,film and video,138.05
USA,12/11/07,music,103.06
USA,14/6/03,games,4.5
USA,14/11/04,publishing,0.07
USA,13/6/17,music,100.75
USA,16/2/16,music,0.32
USA,16/6/07,music,0
USA,15/11/20,music,256.56
USA,16/4/08,technology,0.09
USA,16/9/13,fashion,133.9
USA,16/8/01,music,100
USA,15/3/27,theater,30.33
USA,16/11/25,fashion,104.7
USA,17/6/06,music,103.9
USA,15/11/23,technology,0
USA,16/11/25,technology,57.77
USA,12/8/31,publishing,102.17
USA,15/10/15,publishing,13.12
USA,14/8/19,photography,9.88
USA,12/3/21,publishing,272.43
USA,12/3/15,music,137.12
USA,16/10/23,fashion,51.75
USA,17/4/20,technology,0.32
USA,15/5/11,music,101.11
USA,14/8/14,music,102.81
USA,16/9/12,publishing,110.44
USA,13/10/26,publishing,0
USA,17/2/16,art,108.4
USA,14/5/15,publishing,125.91
USA,16/2/24,games,100.13
USA,14/11/14,technology,0
USA,14/2/27,technology,2.65
USA,12/5/01,music,101.37
USA,16/3/02,music,426.1
USA,12/7/17,music,130.26
USA,15/7/07,publishing,27.7
USA,14/4/14,design,369.37
USA,16/12/14,games,7.6
USA,15/4/12,publishing,0
USA,13/10/29,publishing,106.2
USA,12/12/05,technology,7.84
USA,12/4/27,art,109.6
USA,14/2/12,publishing,34.58
USA,12/5/26,music,116.75
USA,10/7/14,technology,112.93
USA,15/4/13,fashion,33.4
USA,12/4/10,music,105.29
USA,17/4/30,comics,7.31
USA,12/11/08,art,0
USA,13/1/03,publishing,131
USA,14/3/30,publishing,186.63
USA,17/5/22,design,335.42
USA,14/9/27,design,201.14
USA,12/12/03,publishing,38.33
USA,15/1/12,music,4.2
USA,17/1/29,design,5.44
USA,11/11/15,publishing,120.5
USA,15/3/17,art,0
USA,17/3/04,publishing,1
USA,15/5/12,publishing,12.91
USA,17/8/03,design,57.87
USA,17/7/05,theater,7.86
USA,16/6/20,music,1
USA,14/6/24,technology,0.08
USA,15/9/21,technology,0.7
USA,13/3/07,music,103.67
USA,17/1/17,design,7.5
USA,15/3/19,technology,16.54
USA,17/2/21,publishing,0
USA,16/5/02,music,6.02
USA,12/3/19,music,107.25
USA,16/4/08,food,5.91
USA,16/9/07,food,14.3
USA,16/10/10,technology,4.74
USA,13/5/09,publishing,2.45
USA,14/9/01,publishing,101.34
USA,16/6/27,photography,0.2
USA,11/5/04,technology,3.6
USA,12/2/02,art,0.31
USA,16/6/18,technology,0.04
USA,16/10/19,film and video,680.5
USA,17/1/19,food,27.93
USA,13/10/20,art,3.83
USA,16/7/01,food,3.86
USA,17/2/15,design,0
USA,15/7/23,music,100.4
USA,16/7/30,food,1.02
USA,14/11/17,design,115.08
USA,16/12/07,food,8.72
USA,17/8/31,fashion,15
USA,17/4/01,publishing,0.25
USA,17/4/06,fashion,0
USA,16/7/27,food,0.04
USA,16/12/29,publishing,3.08
USA,14/8/11,theater,13.94
USA,16/8/03,publishing,7.03
USA,15/7/07,technology,0.42
USA,14/1/22,technology,192.28
USA,17/5/30,games,145.04
USA,17/5/09,technology,4.77
USA,16/11/02,publishing,0.52
USA,14/4/15,music,106.48
USA,14/10/20,publishing,10.42
USA,12/7/23,publishing,28.61
USA,14/11/11,publishing,100.93
